CO,2,2,87,38214,50194,50205,66414,72361,79258,86532
ADJ+1,2,3,87,50194,86532
ADJ-1,3,2,87,50194,86532
CO,3,3,87,38214,50194,50205,66414,72361,79258,86532
ADJ+1,3,4,87,50194,86532
ADJ-1,4,3,87,50194,86532
CO,4,4,87,38214,50182,50194,50205,66414,72361,79258,86532
CO,5,5,87,38214,50182,50194,50205,66414,72361,86532
ADJ+1,5,6,87,50194,86532
ADJ-1,6,5,87,50194,86532
CO,6,6,87,12508,38214,50182,50194,50205,66414,72361,86532
CO,7,7,87,50194,86532
ADJ+1,7,8,87,50194,86532
ADJ-1,8,7,87,50194,86532
CO,8,8,87,50194,86532
ADJ+1,8,9,87,50194,86532
ADJ-1,9,8,87,50194,86532
CO,9,9,87,50194,86532
ADJ+1,9,10,87,50194,86532
ADJ-1,10,9,87,50194,86532
CO,10,10,87,50194,86532
ADJ+1,10,11,87,50194,86532
ADJ-1,11,10,87,50194,86532
CO,11,11,87,50194,72359,86532
ADJ+1,11,12,87,50194,86532
ADJ-1,12,11,87,50194,86532
CO,12,12,87,50194,72359,86532
ADJ+1,12,13,87,50194,86532
ADJ-1,13,12,87,50194,86532
CO,13,13,87,50194,72359,86532
CO,14,14,87,25382,50170,50182,66222,77480,86532
CO,15,15,87,25382,50170,50182,66222,77480,86532
CO,16,16,87,25382,50170,50182,66222,77480,86532
CO,17,17,87,25382,50170,50182,66222,77480,86532
CO,18,18,87,25382,50170,50182,66222,77480,86532
CO,19,19,87,25382,50170,50182,66222,77480,86532
CO,20,20,87,25382,50170,50182,66222,77480,86532
CO,21,21,87,25382,50170,50182,66222,77480,86532
CO,22,22,87,25382,50170,50182,66222,77480,86532
CO,23,23,87,25382,50170,50182,66222,77480,86532
CO,24,24,87,25382,50170,50182,66222,77480,86532
CO,25,25,87,25382,50170,50182,66222,77480,86532
CO,26,26,87,25382,50170,50182,66222,77480,86532
CO,27,27,87,25382,50170,50182,66222,77480,86532
CO,28,28,87,25382,50170,50182,66222,77480,86532
CO,29,29,87,25382,50170,50182,66222,77480,86532
CO,30,30,87,25382,50170,50182,66222,77480,86532
CO,31,31,87,25382,50170,50182,66222,77480,86532
CO,2,2,1005,2566,2767,7078,8986,10265,11910,12508,18283,24485,25382,29557,29560,31368,31369,33345,35388,35434,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,77480,78322,84225,166332
ADJ+1,2,3,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,3,2,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,3,3,1005,2566,2767,7078,8986,10265,11910,12508,18283,24485,25382,29557,29560,31368,31369,35388,35434,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,77480,78322,84225,166332
ADJ+1,3,4,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,4,3,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,4,4,1005,2566,2767,7078,8986,10265,11910,12508,18283,24485,25382,29557,29560,31368,31369,35388,35434,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,77480,78322,84225,166332
CO,5,5,1005,2566,2767,7078,8986,10265,11910,12508,18283,24485,25382,29557,29560,31368,31369,35388,35434,35645,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,77480,78322,84225,166332
ADJ+1,5,6,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,6,5,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,6,6,1005,2566,2767,7078,8986,10265,11910,12508,18283,24485,25382,29557,29560,31368,31369,35388,35434,35645,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,77480,78322,84225,166332
CO,7,7,1005,2566,2767,7078,8986,11910,12508,18283,24485,25382,29557,29560,31368,31369,35388,35434,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,77480,78322,84225,166332
ADJ+1,7,8,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,8,7,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,8,8,1005,2566,2767,7078,8986,11910,12508,18283,24485,25382,29557,29560,31368,31369,35388,35434,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,72359,77480,78322,84225,166332
ADJ+1,8,9,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,9,8,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,9,9,1005,2566,2767,7078,8986,11910,12508,18283,24485,25382,29557,29560,31368,31369,35388,35434,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,72359,77480,78322,84225,166332
ADJ+1,9,10,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,10,9,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,10,10,1005,2566,2767,7078,8986,11910,12508,18283,24485,25382,29557,29560,31368,31369,33345,35388,35434,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,72359,77480,78322,84225,166332
ADJ+1,10,11,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,11,10,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,11,11,1005,2566,2767,7078,8986,11910,12508,18283,24485,25382,29557,29560,31368,31369,33345,35388,35434,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,72359,77480,78322,84225,166332
ADJ+1,11,12,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,12,11,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,12,12,1005,2566,2767,7078,8986,11910,12508,18283,24485,25382,29557,29560,31368,31369,33345,35388,35434,35645,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66469,67347,67999,72348,72358,72359,77480,78322,84225,166332
ADJ+1,12,13,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
ADJ-1,13,12,1005,7078,8986,11910,24485,31369,35434,35685,37099,54420,57431,59439,66195,78322
CO,13,13,1005,2566,2767,7078,8986,11910,12508,18283,24485,25382,29557,29560,31368,31369,33345,35388,35434,35645,35666,35685,35954,37099,38214,50170,50182,50198,50205,51101,52420,54420,57431,59439,60353,60354,65522,66195,66222,66413,66469,67347,67999,72348,72358,72359,77480,78322,84225,166332
CO,14,14,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,14,15,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,15,14,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,15,15,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,15,16,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,16,15,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,16,16,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,16,17,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,17,16,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,17,17,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,17,18,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,18,17,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,18,18,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,18,19,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,19,18,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,19,19,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,19,20,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,20,19,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,20,20,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,20,21,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,21,20,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,21,21,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,21,22,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,22,21,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,22,22,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,22,23,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,23,22,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,23,23,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,23,24,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,24,23,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,24,24,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,24,25,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,25,24,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,25,25,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,25,26,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,26,25,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,26,26,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,26,27,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,27,26,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,27,27,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,27,28,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,28,27,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,28,28,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,28,29,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,29,28,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,29,29,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,29,30,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,30,29,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,30,30,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
ADJ+1,30,31,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
ADJ-1,31,30,1005,7078,8986,11910,24485,31369,35434,37099,50198,54420,57431,78322
CO,31,31,1005,2566,7078,8986,11910,18283,24485,25382,29557,29560,31369,35388,35434,35666,37099,38214,50170,50182,50198,51101,52420,54420,57431,60353,60354,66222,66469,67347,67999,72358,77480,78322,84225,166332
CO,2,2,1236,8523,27507,33722,40446,50194,51466,65355,65535,66414,72361,83715
CO,3,3,1236,8523,27507,33722,40446,50194,51466,65355,65535,66414,72361,83715
CO,4,4,1236,8523,27507,33722,40446,50194,51466,65355,65535,66414,72361,83715
CO,5,5,1236,8523,27507,33722,40446,50194,51466,65355,65535,66414,72361,83715
CO,6,6,1236,8523,27507,33722,40446,50194,51466,65355,65535,66414,72361,83715
CO,7,7,1236,8523,27507,33722,40446,50194,51466,60683,65355,65535,72361,83715
CO,8,8,1236,8523,27507,33722,40446,50194,51466,60683,65355,65535,72361,83715
CO,9,9,1236,8523,27507,33722,40446,50194,51466,60683,65355,65535,72361,83715
CO,10,10,1236,8523,27507,33722,40446,50194,51466,60683,65355,65535,72361,83715
CO,11,11,1236,8523,27507,33722,40446,50194,51466,60683,65355,65535,72361,83715
